UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	PRINTS	PR01217	Proline rich extensin signature	291	308	8.4E-11	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	PRINTS	PR01217	Proline rich extensin signature	201	217	8.4E-11	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	PRINTS	PR01217	Proline rich extensin signature	252	273	8.4E-11	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	PRINTS	PR01217	Proline rich extensin signature	274	290	8.4E-11	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	PRINTS	PR01217	Proline rich extensin signature	229	241	8.4E-11	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	PANTHER	PTHR10460	ABL INTERACTOR FAMILY MEMBER	40	325	2.3E-19	T	18-03-2024	IPR028457	ABI family	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	Pfam	PF07815	Abl-interactor HHR	95	157	1.1E-15	T	18-03-2024	IPR012849	Abl-interactor, homeo-domain homologous domain	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	MobiDBLite	mobidb-lite	consensus disorder prediction	154	177	-	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	Gene3D	G3DSA:6.10.140.1620	-	23	104	6.2E-17	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	MobiDBLite	mobidb-lite	consensus disorder prediction	232	383	-	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	MobiDBLite	mobidb-lite	consensus disorder prediction	154	168	-	T	18-03-2024	-	-	-	-
UniRef90_A0A9J7Z5S5	1326aea21dfad72fb2de27aa535e2b77	383	MobiDBLite	mobidb-lite	consensus disorder prediction	201	383	-	T	18-03-2024	-	-	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	Pfam	PF07815	Abl-interactor HHR	120	189	1.2E-24	T	18-03-2024	IPR012849	Abl-interactor, homeo-domain homologous domain	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	Gene3D	G3DSA:6.10.140.1620	-	29	131	2.2E-33	T	18-03-2024	-	-	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	MobiDBLite	mobidb-lite	consensus disorder prediction	349	370	-	T	18-03-2024	-	-	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	MobiDBLite	mobidb-lite	consensus disorder prediction	224	371	-	T	18-03-2024	-	-	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	MobiDBLite	mobidb-lite	consensus disorder prediction	308	322	-	T	18-03-2024	-	-	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	MobiDBLite	mobidb-lite	consensus disorder prediction	243	258	-	T	18-03-2024	-	-	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	MobiDBLite	mobidb-lite	consensus disorder prediction	414	461	-	T	18-03-2024	-	-	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	PANTHER	PTHR10460	ABL INTERACTOR FAMILY MEMBER	27	348	1.1E-40	T	18-03-2024	IPR028457	ABI family	-	-
UniRef90_UPI001054F89B	181115ade4b7e43bf74602aec29ed25a	461	MobiDBLite	mobidb-lite	consensus disorder prediction	182	212	-	T	18-03-2024	-	-	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	SUPERFAMILY	SSF49265	Fibronectin type III	105	208	1.97E-13	T	18-03-2024	IPR036116	Fibronectin type III superfamily	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	SMART	SM00060	FN3_2	109	198	4.9E-6	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	SMART	SM00060	FN3_2	720	801	8.0E-6	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	MobiDBLite	mobidb-lite	consensus disorder prediction	392	556	-	T	18-03-2024	-	-	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	CDD	cd00063	FN3	110	204	3.68546E-9	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	CDD	cd00063	FN3	722	811	7.59113E-10	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	MobiDBLite	mobidb-lite	consensus disorder prediction	354	380	-	T	18-03-2024	-	-	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	111	211	15.282269	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	Pfam	PF00041	Fibronectin type III domain	723	804	6.5E-5	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	105	210	1.3E-17	T	18-03-2024	IPR013783	Immunoglobulin-like fold	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	MobiDBLite	mobidb-lite	consensus disorder prediction	504	556	-	T	18-03-2024	-	-	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	SUPERFAMILY	SSF49265	Fibronectin type III	722	819	3.84E-16	T	18-03-2024	IPR036116	Fibronectin type III superfamily	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	MobiDBLite	mobidb-lite	consensus disorder prediction	230	272	-	T	18-03-2024	-	-	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	Pfam	PF21731	Target of Nesh-SH3 C-terminal domain	833	956	5.7E-45	T	18-03-2024	IPR049109	Target of Nesh-SH3/FNDC1, C-terminal domain	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	MobiDBLite	mobidb-lite	consensus disorder prediction	392	487	-	T	18-03-2024	-	-	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	709	815	2.3E-15	T	18-03-2024	IPR013783	Immunoglobulin-like fold	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	723	814	18.903456	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A3B4BR75	03af1fb5f509459e183e2c2c2ab6514a	959	PANTHER	PTHR23197	TARSH-RELATED FIBRONECTIN DOMAIN-CONTAINING	573	959	4.4E-221	T	18-03-2024	-	-	-	-
UniRef90_A0A8C4H1U2	f2ed326e15446306ce958cecd3d7cba6	604	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	100	198	12.079213	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A8C4H1U2	f2ed326e15446306ce958cecd3d7cba6	604	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	372	463	18.29598	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A8C4H1U2	f2ed326e15446306ce958cecd3d7cba6	604	CDD	cd00063	FN3	371	460	3.99777E-12	T	18-03-2024	IPR003961	Fibronectin type III	-	-
UniRef90_A0A8C4H1U2	f2ed326e15446306ce958cecd3d7cba6	604	Pfam	PF00041	Fibronectin type III domain	371	453	3.4E-4	T	18-03-2024	IPR003961	Fibronectin type III	-	-
